"Index","Adjusted"
2012-02-01,1.7744
2012-02-02,1.7546
2012-02-03,1.7566
2012-02-06,1.7522
2012-02-07,1.7568
2012-02-08,1.7467
2012-02-09,1.7506
2012-02-10,1.7513
2012-02-13,1.7587
2012-02-14,1.767
2012-02-15,1.7674
2012-02-16,1.763
2012-02-17,1.7607
2012-02-20,1.7401
2012-02-21,1.7434
2012-02-22,1.7509
2012-02-23,1.7565
2012-02-24,1.7625
2012-02-27,1.7616
2012-02-28,1.7641
2012-02-29,1.7505
2012-03-01,1.7485
2012-03-02,1.7518
2012-03-05,1.7668
2012-03-06,1.7704
2012-03-07,1.7913
2012-03-08,1.7799
2012-03-09,1.7741
2012-03-12,1.7847
2012-03-13,1.7933
2012-03-14,1.7857
2012-03-15,1.8053
2012-03-16,1.7955
2012-03-19,1.7936
2012-03-20,1.8033
2012-03-21,1.8204
2012-03-22,1.8124
2012-03-23,1.807
2012-03-25,1.7988
2012-03-26,1.7847
2012-03-27,1.7875
2012-03-28,1.7799
2012-03-29,1.7838
2012-04-01,1.7796
2012-04-02,1.7752
2012-04-03,1.7813
2012-04-04,1.7922
2012-04-05,1.7912
2012-04-08,1.793
2012-04-09,1.7974
2012-04-10,1.8125
2012-04-11,1.8065
2012-04-12,1.7926
2012-04-15,1.7962
2012-04-16,1.7961
2012-04-17,1.7873
2012-04-18,1.7857
2012-04-19,1.7918
2012-04-22,1.7901
2012-04-23,1.7946
2012-04-24,1.7801
2012-04-25,1.7693
2012-04-26,1.7646
2012-04-29,1.7591
2012-04-30,1.7561
2012-05-01,1.7537
2012-05-02,1.7595
2012-05-03,1.7608
2012-05-06,1.7676
2012-05-07,1.7599
2012-05-08,1.7773
2012-05-09,1.7939
2012-05-10,1.7861
2012-05-13,1.7855
2012-05-14,1.8102
2012-05-15,1.8226
2012-05-16,1.8223
2012-05-17,1.8282
2012-05-20,1.8335
2012-05-21,1.8242
2012-05-22,1.844
2012-05-23,1.8497
2012-05-24,1.8462
2012-05-27,1.8441
2012-05-28,1.8358
2012-05-29,1.8299
2012-05-30,1.855
2012-05-31,1.8643
2012-06-03,1.8591
2012-06-04,1.8518
2012-06-05,1.8454
2012-06-06,1.828
2012-06-07,1.8254
2012-06-10,1.8075
2012-06-11,1.8286
2012-06-12,1.8236
2012-06-13,1.8183
2012-06-14,1.8131
2012-06-17,1.8031
2012-06-18,1.8103
2012-06-19,1.7995
2012-06-20,1.7939
2012-06-21,1.8035
2012-06-24,1.8128
2012-06-25,1.819
2012-06-26,1.808
2012-06-27,1.8129
2012-06-28,1.8267
2012-07-01,1.8043
2012-07-02,1.8039
2012-07-03,1.7963
2012-07-04,1.8048
2012-07-05,1.8097
2012-07-08,1.8186
2012-07-09,1.8227
2012-07-10,1.8145
2012-07-11,1.8056
2012-07-12,1.8185
2012-07-15,1.8092
2012-07-16,1.807
2012-07-17,1.8034
2012-07-18,1.801
2012-07-19,1.802
2012-07-22,1.814
2012-07-23,1.8184
2012-07-24,1.8264
2012-07-25,1.821
2012-07-26,1.8098
2012-07-29,1.8128
2012-07-30,1.8008
2012-07-31,1.7932
2012-08-01,1.8046
2012-08-02,1.7994
2012-08-05,1.7781
2012-08-06,1.7755
2012-08-07,1.785
2012-08-08,1.7787
2012-08-09,1.7822
2012-08-12,1.7839
2012-08-13,1.7933
2012-08-14,1.8003
2012-08-15,1.7967
2012-08-16,1.7933
2012-08-19,1.8006
2012-08-20,1.8009
2012-08-21,1.7939
2012-08-22,1.793
2012-08-23,1.7926
2012-08-26,1.7976
2012-08-27,1.802
2012-08-28,1.8085
2012-08-29,1.82156
2012-08-30,1.8265
2012-09-02,1.81912
2012-09-03,1.81845
2012-09-04,1.81908
2012-09-05,1.81786
2012-09-06,1.80917
2012-09-09,1.80055
2012-09-10,1.80209
2012-09-11,1.8041
2012-09-12,1.80668
2012-09-13,1.79859
2012-09-16,1.79651
2012-09-17,1.79645
2012-09-18,1.79618
2012-09-19,1.7921
2012-09-20,1.79671
2012-09-23,1.79484
2012-09-24,1.79704
2012-09-25,1.79068
2012-09-26,1.79137
2012-09-27,1.78756
2012-09-30,1.79658
2012-10-01,1.79104
2012-10-02,1.79018
2012-10-03,1.80376
2012-10-04,1.79608
2012-10-07,1.80499
2012-10-08,1.81198
2012-10-09,1.82573
2012-10-10,1.81868
2012-10-11,1.8065
2012-10-14,1.81079
2012-10-15,1.80969
2012-10-16,1.80036
2012-10-17,1.79826
2012-10-18,1.79726
2012-10-21,1.79428
2012-10-22,1.7927
2012-10-23,1.8011
2012-10-24,1.80227
2012-10-25,1.79928
2012-10-29,1.8002
2012-10-30,1.8033
2012-10-31,1.79653
2012-11-01,1.79193
2012-11-02,1.78693
2012-11-05,1.79138
2012-11-06,1.7804
2012-11-07,1.77265
2012-11-08,1.78436
2012-11-09,1.78525
2012-11-12,1.79018
2012-11-13,1.80063
2012-11-14,1.80728
2012-11-15,1.80557
2012-11-16,1.80067
2012-11-19,1.7965
2012-11-20,1.79917
2012-11-21,1.79237
2012-11-22,1.80101
2012-11-23,1.79688
2012-11-26,1.79427
2012-11-27,1.79398
2012-11-28,1.79068
2012-11-29,1.79008
2012-11-30,1.78508
2012-12-03,1.78558
2012-12-04,1.78518
2012-12-05,1.78405
2012-12-06,1.786
2012-12-07,1.78908
2012-12-10,1.78906
2012-12-11,1.78798
2012-12-12,1.78108
2012-12-13,1.77622
2012-12-14,1.78058
2012-12-17,1.77847
2012-12-18,1.78367
2012-12-19,1.77861
2012-12-20,1.78347
2012-12-21,1.78609
2012-12-24,1.79329
2012-12-25,1.795
2012-12-26,1.792
2012-12-27,1.79342
2012-12-28,1.78808
2012-12-31,1.78868
2013-01-01,1.7818
2013-01-02,1.7814
2013-01-03,1.77778
2013-01-04,1.7842
2013-01-07,1.78048
2013-01-08,1.77918
2013-01-09,1.77728
2013-01-10,1.77538
2013-01-11,1.76638
2013-01-14,1.76938
2013-01-15,1.76808
2013-01-16,1.76847
2013-01-17,1.76367
2013-01-18,1.75327
2013-01-21,1.75874
2013-01-22,1.76423
2013-01-23,1.76787
2013-01-24,1.77077
2013-01-25,1.76827
2013-01-28,1.76677
2013-01-29,1.77307
2013-01-30,1.76727
2013-01-31,1.76832
2013-02-01,1.75575
2013-02-04,1.74837
2013-02-05,1.76167
2013-02-06,1.76047
2013-02-07,1.76887
2013-02-08,1.77297
2013-02-11,1.77037
2013-02-12,1.77487
2013-02-13,1.77187
2013-02-14,1.76337
2013-02-15,1.76765
2013-02-18,1.76767
2013-02-19,1.7658
2013-02-20,1.77546
2013-02-21,1.78457
2013-02-22,1.79257
2013-02-25,1.79907
2013-02-26,1.81027
2013-02-27,1.80467
2013-02-28,1.79597
2013-03-01,1.79847
2013-03-04,1.79815
2013-03-05,1.79727
2013-03-06,1.79057
2013-03-07,1.79749
2013-03-08,1.79675
2013-03-11,1.80409
2013-03-12,1.79836
2013-03-13,1.80211
2013-03-14,1.81149
2013-03-15,1.80927
2013-03-18,1.81577
2013-03-19,1.81227
2013-03-20,1.82517
2013-03-21,1.81627
2013-03-22,1.81717
2013-03-25,1.81112
2013-03-26,1.82062
2013-03-27,1.81272
2013-03-28,1.81175
2013-03-29,1.80872
2013-03-31,1.80907
2013-04-01,1.80392
2013-04-02,1.80262
2013-04-03,1.80672
2013-04-04,1.80147
2013-04-07,1.80169
2013-04-08,1.78498
2013-04-09,1.78297
2013-04-10,1.78952
2013-04-11,1.78406
2013-04-14,1.7893
2013-04-15,1.79347
2013-04-16,1.78697
2013-04-17,1.79837
2013-04-18,1.79527
2013-04-21,1.80103
2013-04-22,1.80392
2013-04-23,1.80221
2013-04-24,1.80212
2013-04-25,1.79827
2013-04-28,1.79537
2013-04-29,1.79361
2013-04-30,1.79111
2013-05-01,1.7919
2013-05-02,1.79305
2013-05-05,1.79321
2013-05-06,1.79617
2013-05-07,1.7961
2013-05-08,1.78922
2013-05-09,1.79538
2013-05-12,1.80262
2013-05-13,1.81032
2013-05-14,1.81475
2013-05-15,1.82209
2013-05-16,1.82282
2013-05-19,1.84207
2013-05-20,1.84041
2013-05-21,1.84207
2013-05-22,1.84778
2013-05-23,1.84572
2013-05-26,1.84499
2013-05-27,1.84287
2013-05-28,1.85979
2013-05-29,1.86077
2013-05-30,1.87141
2013-06-02,1.88577
2013-06-03,1.88361
2013-06-04,1.87133
2013-06-05,1.89179
2013-06-06,1.89221
2013-06-09,1.87803
2013-06-10,1.89917
2013-06-11,1.89017
2013-06-12,1.8736
2013-06-13,1.85997
2013-06-16,1.87709
2013-06-17,1.8693
2013-06-18,1.88527
2013-06-19,1.90237
2013-06-20,1.9387
2013-06-23,1.9365
2013-06-24,1.94417
2013-06-25,1.93071
2013-06-26,1.93377
2013-06-27,1.91767
2013-06-30,1.92855
2013-07-01,1.92327
2013-07-02,1.93256
2013-07-03,1.94367
2013-07-04,1.941
2013-07-07,1.96167
2013-07-08,1.9463
2013-07-09,1.93992
2013-07-10,1.91947
2013-07-11,1.94903
2013-07-14,1.95192
2013-07-15,1.9319
2013-07-16,1.91972
2013-07-17,1.9102
2013-07-18,1.9203
2013-07-21,1.9152
2013-07-22,1.91098
2013-07-23,1.89981
2013-07-24,1.92192
2013-07-25,1.92136
2013-07-28,1.92452
2013-07-29,1.9267
2013-07-30,1.92245
2013-07-31,1.93327
2013-08-01,1.94517
2013-08-04,1.92618
2013-08-05,1.92847
2013-08-06,1.92555
2013-08-07,1.92987
2013-08-08,1.92147
2013-08-11,1.92018
2013-08-12,1.92425
2013-08-13,1.93155
2013-08-14,1.93277
2013-08-15,1.93197
2013-08-18,1.94272
2013-08-19,1.9531
2013-08-20,1.948
2013-08-21,1.98
2013-08-22,1.9883
2013-08-25,1.98962
2013-08-26,1.99572
2013-08-27,2.04704
2013-08-28,2.02845
2013-08-29,2.02898
2013-09-01,2.02999
2013-09-02,2.01845
2013-09-03,2.05632
2013-09-04,2.04738
2013-09-05,2.06802
2013-09-08,2.0516
2013-09-09,2.02414
2013-09-10,2.01504
2013-09-11,2.01119
2013-09-12,2.0262
2013-09-15,2.00199
2013-09-16,2.00025
2013-09-17,2.00114
2013-09-18,1.93814
2013-09-19,1.96016
2013-09-22,1.98081
2013-09-23,1.98426
2013-09-24,1.99509
2013-09-25,2.01369
2013-09-26,2.0195
2013-09-29,2.03812
2013-09-30,2.01921
2013-10-01,2.0086
2013-10-02,1.99268
2013-10-03,2.0022
2013-10-06,1.98611
2013-10-07,NA
2013-10-08,1.98704
2013-10-09,1.9821
2013-10-10,1.97499
2013-10-13,1.98694
2013-10-14,1.9812
2013-10-15,1.98442
2013-10-16,1.97369
2013-10-17,1.96607
2013-10-20,1.96909
2013-10-21,1.97899
2013-10-22,1.96682
2013-10-23,1.97378
2013-10-24,1.97957
2013-10-28,1.98154
2013-10-29,1.98231
2013-10-30,1.9901
2013-10-31,1.99289
2013-11-01,1.99599
2013-11-04,2.01529
2013-11-05,2.01469
2013-11-06,2.0289
2013-11-07,2.03426
2013-11-08,2.03469
2013-11-11,2.03879
2013-11-12,2.04194
2013-11-13,2.05301
2013-11-14,2.04159
2013-11-15,2.0344
2013-11-18,2.03016
2013-11-19,2.02033
2013-11-20,2.00934
2013-11-21,2.01464
2013-11-22,2.01514
2013-11-25,2.00731
2013-11-26,2.00631
2013-11-27,2.01099
2013-11-28,2.02439
2013-11-29,2.013
2013-12-02,2.01893
2013-12-03,2.03806
2013-12-04,2.04211
2013-12-05,2.04734
2013-12-06,2.0351
2013-12-09,2.02405
2013-12-10,2.03126
2013-12-11,2.0258
2013-12-12,2.04241
2013-12-13,2.04207
2013-12-16,2.04162
2013-12-17,2.0264
2013-12-18,2.03486
2013-12-19,2.0553
2013-12-20,2.07187
2013-12-23,2.0901
2013-12-24,2.09721
2013-12-25,2.07625
2013-12-26,2.09529
2013-12-27,2.12203
2013-12-30,2.155
2013-12-31,2.12056
2014-01-01,2.14765
2014-01-02,2.1464
2014-01-03,2.16867
2014-01-06,2.1749
2014-01-07,2.16958
2014-01-08,2.16597
2014-01-09,2.18347
2014-01-10,2.17697
2014-01-13,2.16375
2014-01-14,2.17843
2014-01-15,2.18197
2014-01-16,2.18907
2014-01-17,2.20627
2014-01-20,2.23327
2014-01-21,2.23867
2014-01-22,2.25127
2014-01-23,2.25827
2014-01-24,2.29027
2014-01-27,2.32977
2014-01-28,2.27977
2014-01-29,2.18577
2014-01-30,2.25936
2014-01-31,2.26375
2014-02-03,2.25987
2014-02-04,2.27652
2014-02-05,2.2359
2014-02-06,2.23655
2014-02-07,2.20747
2014-02-10,2.21823
2014-02-11,2.21157
2014-02-12,2.19199
2014-02-13,2.18757
2014-02-14,2.18299
2014-02-17,2.17867
2014-02-18,2.17609
2014-02-19,2.17717
2014-02-20,2.21176
2014-02-21,2.1991
2014-02-24,2.17686
2014-02-25,2.20007
2014-02-26,2.21125
2014-02-27,2.23293
2014-02-28,2.21087
2014-03-03,2.22776
2014-03-04,2.22757
2014-03-05,2.20518
2014-03-06,2.20167
2014-03-07,2.17841
2014-03-10,2.20287
2014-03-11,2.21777
2014-03-12,2.24346
2014-03-13,2.23157
2014-03-14,2.23326
2014-03-17,2.22076
2014-03-18,2.21857
2014-03-19,2.21667
2014-03-20,2.23763
2014-03-21,2.23036
2014-03-24,2.235
2014-03-25,2.23616
2014-03-26,2.21548
2014-03-27,2.19051
2014-03-28,2.18367
2014-03-30,2.17578
2014-03-31,2.13737
2014-04-01,2.13657
2014-04-02,2.12667
2014-04-03,2.13257
2014-04-06,2.11226
2014-04-07,2.11071
2014-04-08,2.0933
2014-04-09,2.10141
2014-04-10,2.11018
2014-04-13,2.11641
2014-04-14,2.12117
2014-04-15,2.14196
2014-04-16,2.13483
2014-04-17,2.12687
2014-04-20,2.12992
2014-04-21,2.13256
2014-04-22,2.14135
2014-04-23,2.15099
2014-04-24,2.13395
2014-04-27,2.13522
2014-04-28,2.12756
2014-04-29,2.121
2014-04-30,2.11108
2014-05-01,2.10586
2014-05-04,2.10397
2014-05-05,2.09919
2014-05-06,2.08919
2014-05-07,2.08058
2014-05-08,2.07586
2014-05-11,2.07527
2014-05-12,2.08068
2014-05-13,2.06739
2014-05-14,2.07068
2014-05-15,2.09819
2014-05-18,2.09643
2014-05-19,2.09501
2014-05-20,2.11157
2014-05-21,2.09296
2014-05-22,2.08128
2014-05-25,2.07933
2014-05-26,2.08243
2014-05-27,2.10083
2014-05-28,2.09727
2014-05-29,2.08719
2014-06-01,2.09542
2014-06-02,2.10701
2014-06-03,2.11699
2014-06-04,2.11439
2014-06-05,2.09736
2014-06-08,2.0772
2014-06-09,2.08587
2014-06-10,2.07868
2014-06-11,2.11313
2014-06-12,2.11117
2014-06-15,2.12316
2014-06-16,2.14247
2014-06-17,2.14901
2014-06-18,2.12332
2014-06-19,2.14017
2014-06-22,2.14288
2014-06-23,2.13561
2014-06-24,2.14139
2014-06-25,2.12948
2014-06-26,2.12517
2014-06-29,2.12349
2014-06-30,2.1173
2014-07-01,2.12807
2014-07-02,2.12933
2014-07-03,2.1277
2014-07-06,2.1321
2014-07-07,2.12847
2014-07-08,2.1239
2014-07-09,2.11488
2014-07-10,2.12268
2014-07-13,2.11902
2014-07-14,2.11598
2014-07-15,2.12338
2014-07-16,2.12048
2014-07-17,2.13982
2014-07-20,2.12478
2014-07-21,2.11767
2014-07-22,2.10587
2014-07-23,2.08758
2014-07-24,2.09024
2014-07-27,2.0931
2014-07-28,2.09818
2014-07-29,2.11221
2014-07-30,2.13137
2014-07-31,2.14007
2014-08-03,2.13039
2014-08-04,2.1297
2014-08-05,2.15151
2014-08-06,2.15852
2014-08-07,2.16787
2014-08-10,2.13725
2014-08-11,2.14917
2014-08-12,2.16347
2014-08-13,2.15518
2014-08-14,2.15208
2014-08-17,2.1658
2014-08-18,2.16337
2014-08-19,2.1626
2014-08-20,2.18247
2014-08-21,2.17668
2014-08-24,2.17925
2014-08-25,2.17868
2014-08-26,2.16482
2014-08-27,2.15338
2014-08-28,2.15718
2014-08-31,2.16028
2014-09-01,2.15856
2014-09-02,2.17274
2014-09-03,2.15776
2014-09-04,2.16282
2014-09-07,2.15756
2014-09-08,2.17245
2014-09-09,2.19603
2014-09-10,2.19237
2014-09-11,2.1986
2014-09-14,2.22035
2014-09-15,2.21277
2014-09-16,2.20318
2014-09-17,2.22506
2014-09-18,2.22422
2014-09-21,2.23443
2014-09-22,2.24008
2014-09-23,2.23707
2014-09-24,2.23695
2014-09-25,2.25973
2014-09-28,2.26396
2014-09-29,2.27943
2014-09-30,2.27778
2014-10-01,2.28322
2014-10-02,2.26727
2014-10-05,2.29332
2014-10-06,2.26658
2014-10-07,2.27407
2014-10-08,2.26195
2014-10-09,2.26999
2014-10-12,2.28438
2014-10-13,2.27036
2014-10-14,2.27329
2014-10-15,2.26957
2014-10-16,2.26086
2014-10-19,2.24484
2014-10-20,2.24326
2014-10-21,2.24384
2014-10-22,2.24524
2014-10-23,2.23505
2014-10-27,2.23091
2014-10-28,2.22957
2014-10-29,2.20603
2014-10-30,2.2145
2014-10-31,2.19854
2014-11-03,2.22726
2014-11-04,2.23296
2014-11-05,2.22072
2014-11-06,2.24379
2014-11-07,2.26616
2014-11-10,2.25598
2014-11-11,2.2582
2014-11-12,2.25549
2014-11-13,2.25063
2014-11-14,2.24246
2014-11-17,2.22948
2014-11-18,2.22998
2014-11-19,2.22044
2014-11-20,2.231
2014-11-21,2.22026
2014-11-24,2.22098
2014-11-25,2.2288
2014-11-26,2.21837
2014-11-27,2.20956
2014-11-28,2.20578
2014-12-01,2.2194
2014-12-02,2.21347
2014-12-03,2.22951
2014-12-04,2.23836
2014-12-05,2.23328
2014-12-08,2.25893
2014-12-09,2.26757
2014-12-10,2.26496
2014-12-11,2.26475
2014-12-12,2.27994
2014-12-15,2.30231
2014-12-16,2.35475
2014-12-17,2.35955
2014-12-18,2.33573
2014-12-19,2.32167
2014-12-22,2.31265
2014-12-23,2.31271
2014-12-24,2.31866
2014-12-25,2.31336
2014-12-26,2.31774
2014-12-29,2.31977
2014-12-30,2.31676
2014-12-31,2.32273
2015-01-01,2.33116
2015-01-02,2.33098
2015-01-05,2.34224
2015-01-06,2.33075
2015-01-07,2.32361
2015-01-08,2.31757
2015-01-09,2.2982
2015-01-12,2.29277
2015-01-13,2.28427
2015-01-14,2.28237
2015-01-15,2.28122
2015-01-16,2.30532
2015-01-19,2.33097
2015-01-20,2.33186
2015-01-21,2.34546
2015-01-22,2.34897
2015-01-23,2.32626
2015-01-26,2.36296
2015-01-27,2.35601
2015-01-28,2.36314
2015-01-29,2.38692
2015-01-30,2.41549
2015-02-02,2.4402
2015-02-03,2.43076
2015-02-04,2.40159
2015-02-05,2.45994
2015-02-06,2.43581
2015-02-09,2.47176
2015-02-10,2.47473
2015-02-11,2.49431
2015-02-12,2.49811
2015-02-13,2.4675
2015-02-16,2.45597
2015-02-17,2.45486
2015-02-18,2.4515
2015-02-19,2.44331
2015-02-20,2.4532
2015-02-23,2.4525
2015-02-24,2.47182
2015-02-25,2.46285
2015-02-26,2.4872
2015-02-27,2.50447
2015-03-02,2.50609
2015-03-03,2.52071
2015-03-04,2.53263
2015-03-05,2.56202
2015-03-06,2.60573
2015-03-09,2.6227
2015-03-10,2.60312
2015-03-11,2.63629
2015-03-12,2.61124
2015-03-13,2.58599
2015-03-16,2.62988
2015-03-17,2.62289
2015-03-18,2.61075
2015-03-19,2.56965
2015-03-20,2.60229
2015-03-23,2.57722
2015-03-24,2.54057
2015-03-25,2.55543
2015-03-26,2.58599
2015-03-27,2.603
2015-03-29,2.6114
2015-03-30,2.6026
2015-03-31,2.59596
2015-04-01,2.59686
2015-04-02,2.5887
2015-04-05,2.56627
2015-04-06,2.57058
2015-04-07,2.60094
2015-04-08,2.59768
2015-04-09,2.61877
2015-04-12,2.62662
2015-04-13,2.66819
2015-04-14,2.6869
2015-04-15,2.69756
2015-04-16,2.68062
2015-04-19,2.68093
2015-04-20,2.69553
2015-04-21,2.68447
2015-04-22,2.7123
2015-04-23,2.70345
2015-04-26,2.71966
2015-04-27,2.67732
2015-04-28,2.65726
2015-04-29,2.65675
2015-04-30,2.67348
2015-05-03,2.71128
2015-05-04,2.71335
2015-05-05,2.70508
2015-05-06,2.69359
2015-05-07,2.68775
2015-05-10,2.691
2015-05-11,2.69249
2015-05-12,2.6601
2015-05-13,2.62969
2015-05-14,2.59104
2015-05-17,2.57612
2015-05-18,2.5822
2015-05-19,2.59102
2015-05-20,2.57822
2015-05-21,2.5909
2015-05-24,2.59944
2015-05-25,2.61445
2015-05-26,2.63708
2015-05-27,2.64108
2015-05-28,2.65531
2015-05-31,2.65957
2015-06-01,2.68082
2015-06-02,2.67216
2015-06-03,2.68453
2015-06-04,2.66882
2015-06-07,2.75229
2015-06-08,2.75018
2015-06-09,2.75064
2015-06-10,2.73243
2015-06-11,2.70291
2015-06-14,2.71614
2015-06-15,2.73573
2015-06-16,2.73334
2015-06-17,2.71077
2015-06-18,2.71456
2015-06-21,2.69337
2015-06-22,2.66718
2015-06-23,2.67648
2015-06-24,2.67748
2015-06-25,2.65393
2015-06-28,2.69865
2015-06-29,2.7033
2015-06-30,2.68103
2015-07-01,2.69161
2015-07-02,2.68362
2015-07-05,2.71522
2015-07-06,2.67931
2015-07-07,2.68653
2015-07-08,2.68447
2015-07-09,2.67427
2015-07-12,2.66849
2015-07-13,2.64599
2015-07-14,2.63132
2015-07-15,2.64645
2015-07-16,2.65703
2015-07-19,2.65663
2015-07-20,2.6937
2015-07-21,2.68394
2015-07-22,2.70669
2015-07-23,2.73305
2015-07-26,2.74419
2015-07-27,2.76818
2015-07-28,2.7573
2015-07-29,2.76576
2015-07-30,2.78766
2015-08-02,2.76707
2015-08-03,2.77733
2015-08-04,2.7794
2015-08-05,2.78504
2015-08-06,2.77528
2015-08-09,2.77967
2015-08-10,2.7669
2015-08-11,2.77858
2015-08-12,2.77535
2015-08-13,2.82306
2015-08-16,2.832
2015-08-17,2.86875
2015-08-18,2.89132
2015-08-19,2.9262
2015-08-20,2.91664
2015-08-23,2.9542
2015-08-24,2.94696
2015-08-25,2.9405
2015-08-26,2.92745
2015-08-27,2.9094
2015-08-30,2.91805
2015-08-31,2.91595
2015-09-01,2.93189
2015-09-02,2.94174
2015-09-03,2.9703
2015-09-06,3.03535
2015-09-07,3.03004
2015-09-08,3.0091
2015-09-09,3.04655
2015-09-10,3.01728
2015-09-13,3.0358
2015-09-14,3.056
2015-09-15,3.0297
2015-09-16,2.99771
2015-09-17,3.00715
2015-09-20,3.00435
2015-09-21,NA
2015-09-22,3.02682
2015-09-23,3.03711
2015-09-24,3.04729
2015-09-27,3.04274
2015-09-28,3.0529
2015-09-29,3.03814
2015-09-30,3.02332
2015-10-01,3.02461
2015-10-04,2.9963
2015-10-05,2.98192
2015-10-06,2.956
2015-10-07,2.938
2015-10-08,2.89287
2015-10-11,2.93304
2015-10-12,2.9286
2015-10-13,2.96093
2015-10-14,2.91169
2015-10-15,2.8786
2015-10-18,2.89401
2015-10-19,2.9051
2015-10-20,2.89997
2015-10-21,2.89521
2015-10-22,2.87188
2015-10-26,2.91001
2015-10-27,2.88813
2015-10-28,2.90415
2015-10-29,2.91975
2015-10-30,2.9347
2015-11-02,2.847
2015-11-03,2.82383
2015-11-04,2.82814
2015-11-05,2.8634
2015-11-06,2.859
2015-11-09,2.92009
2015-11-10,2.91983
2015-11-11,2.91406
2015-11-12,2.87322
2015-11-13,2.86292
2015-11-16,2.87793
2015-11-17,2.88123
2015-11-18,2.86904
2015-11-19,2.86036
2015-11-20,2.84352
2015-11-23,2.82994
2015-11-24,2.84955
2015-11-25,2.874
2015-11-26,2.8837
2015-11-27,2.92809
2015-11-30,2.92565
2015-12-01,2.91045
2015-12-02,2.88826
2015-12-03,2.8881
2015-12-04,2.88239
2015-12-07,2.88919
2015-12-08,2.91117
2015-12-09,2.90984
2015-12-10,2.9126
2015-12-11,2.92433
2015-12-14,2.96799
2015-12-15,2.98399
2015-12-16,2.9626
2015-12-17,2.935
2015-12-18,2.9249
2015-12-21,2.91026
2015-12-22,2.91125
2015-12-23,2.93025
2015-12-24,2.9169
2015-12-25,2.91517
2015-12-28,2.91537
2015-12-29,2.9054
2015-12-30,2.9048
2015-12-31,2.92009
2016-01-01,2.9119
2016-01-04,2.91615
2016-01-05,2.96432
2016-01-06,2.98504
2016-01-07,3.001
2016-01-08,3.0004
2016-01-11,3.0348
2016-01-12,3.03429
2016-01-13,3.03196
2016-01-14,3.0271
2016-01-15,3.0235
2016-01-18,3.05006
2016-01-19,3.03483
2016-01-20,3.03742
2016-01-21,3.04075
2016-01-22,3.01593
2016-01-25,3.00235
2016-01-26,3.02181
2016-01-27,3.00677
2016-01-28,2.99902
2016-01-29,2.96951
2016-02-01,2.9545
2016-02-02,2.94535
2016-02-03,2.95266
2016-02-04,2.9147
2016-02-05,2.91161
2016-02-08,2.91438
2016-02-09,2.94591
2016-02-10,2.93805
2016-02-11,2.9191
2016-02-12,2.93068
2016-02-15,2.9353
2016-02-16,2.94572
2016-02-17,2.97632
2016-02-18,2.9549
2016-02-19,2.9678
2016-02-22,2.95096
2016-02-23,2.9347
2016-02-24,2.94103
2016-02-25,2.93591
2016-02-26,2.92682
2016-02-29,2.98795
2016-03-01,2.96295
2016-03-02,2.93449
2016-03-03,2.92517
2016-03-04,2.90997
2016-03-07,2.90488
2016-03-08,2.9154
2016-03-09,2.91177
2016-03-10,2.89306
2016-03-11,2.89105
2016-03-14,2.87181
2016-03-15,2.87082
2016-03-16,2.89687
2016-03-17,2.86914
2016-03-18,2.84227
2016-03-21,2.87014
2016-03-22,2.86308
2016-03-23,2.86775
2016-03-24,2.87546
2016-03-25,2.87548
2016-03-27,2.87427
2016-03-28,2.86834
2016-03-29,2.84042
2016-03-30,2.83301
2016-03-31,2.8169
2016-04-03,2.823
2016-04-04,2.81124
2016-04-05,2.82989
2016-04-06,2.83906
2016-04-07,2.8638
2016-04-10,2.84962
2016-04-11,2.82778
2016-04-12,2.8329
2016-04-13,2.8442
2016-04-14,2.84985
2016-04-17,2.8525
2016-04-18,2.83812
2016-04-19,2.83
2016-04-20,2.81043
2016-04-21,2.8311
2016-04-24,2.84543
2016-04-25,2.84322
2016-04-26,2.81948
2016-04-27,2.81717
2016-04-28,2.81111
2016-05-01,2.79241
2016-05-02,2.8035
2016-05-03,2.84495
2016-05-04,2.95435
2016-05-05,2.92807
2016-05-08,2.9232
2016-05-09,2.94185
2016-05-10,2.9491
2016-05-11,2.95195
2016-05-12,2.96161
2016-05-15,2.97143
2016-05-16,2.9739
2016-05-17,2.9674
2016-05-18,2.98633
2016-05-19,2.98811
2016-05-22,2.9745
2016-05-23,2.99527
2016-05-24,2.94832
2016-05-25,2.93912
2016-05-26,2.93765
2016-05-29,2.95925
2016-05-30,2.95327
2016-05-31,2.9467
2016-06-01,2.94246
2016-06-02,2.94818
2016-06-05,2.90691
2016-06-06,2.90532
2016-06-07,2.89616
2016-06-08,2.89128
2016-06-09,2.89463
2016-06-12,2.92941
2016-06-13,2.92198
2016-06-14,2.93448
2016-06-15,2.92281
2016-06-16,2.92962
2016-06-19,2.9113
2016-06-20,2.90132
2016-06-21,2.9115
2016-06-22,2.8893
2016-06-23,2.86417
2016-06-26,2.94113
2016-06-27,2.93645
2016-06-28,2.90611
2016-06-29,2.88786
2016-06-30,2.88178
2016-07-03,2.90152
2016-07-04,2.90487
2016-07-05,2.92487
2016-07-06,2.93718
2016-07-07,2.93292
2016-07-10,2.89162
2016-07-11,2.90341
2016-07-12,2.88688
2016-07-13,2.8989
2016-07-14,2.88376
2016-07-17,2.96626
2016-07-18,2.98031
2016-07-19,3.04389
2016-07-20,3.08191
2016-07-21,3.06417
2016-07-24,3.05705
