"Index","Adjusted"
2016-07-25,3.03524
2016-07-26,3.04006
2016-07-27,3.01373
2016-07-28,3.01036
2016-07-31,2.98639
2016-08-01,2.98875
2016-08-02,2.99132
2016-08-03,3.01212
2016-08-04,3.00966
2016-08-07,2.99543
2016-08-08,2.98045
2016-08-09,2.96803
2016-08-10,2.95537
2016-08-11,2.9595
2016-08-14,2.9597
2016-08-15,2.94166
2016-08-16,2.9275
2016-08-17,2.9177
2016-08-18,2.9267
2016-08-21,2.9321
2016-08-22,2.94022
2016-08-23,2.9488
2016-08-24,2.9507
2016-08-25,2.93334
2016-08-28,2.95346
2016-08-29,2.95075
2016-08-30,2.9633
2016-08-31,2.95707
2016-09-01,2.96103
2016-09-04,2.9503
2016-09-05,2.9455
2016-09-06,2.9219
2016-09-07,2.9338
2016-09-08,2.9531
2016-09-11,2.9683
2016-09-12,2.9695
2016-09-13,2.98155
2016-09-14,2.9793
2016-09-15,2.96611
2016-09-18,2.9778
2016-09-19,2.9754
2016-09-20,2.97636
2016-09-21,2.9541
2016-09-22,2.94182
2016-09-25,2.9884
2016-09-26,2.98026
2016-09-27,2.97323
2016-09-28,2.978
2016-09-29,2.99708
2016-10-02,3.00157
2016-10-03,3.0196
2016-10-04,3.05807
2016-10-05,3.05162
2016-10-06,3.04219
2016-10-09,3.0494
2016-10-10,3.06938
2016-10-11,3.08129
2016-10-12,3.0854
2016-10-13,3.08193
2016-10-16,3.0921
2016-10-17,3.0953
2016-10-18,3.0945
2016-10-19,3.0595
2016-10-20,3.0597
2016-10-23,3.07997
2016-10-24,3.08178
2016-10-25,3.0702
2016-10-26,3.0803
2016-10-27,3.1113
2016-10-31,3.10631
2016-11-01,3.09358
2016-11-02,3.1133
2016-11-03,3.11312
2016-11-04,3.1151
2016-11-07,3.15076
2016-11-08,3.1676
2016-11-09,3.1624
2016-11-10,3.2091
2016-11-11,3.2477
2016-11-14,3.23577
2016-11-15,3.2896
2016-11-16,3.2867
2016-11-17,3.31893
2016-11-18,3.37506
2016-11-21,3.37587
2016-11-22,3.35686
2016-11-23,3.37947
2016-11-24,3.3962
2016-11-25,3.464
2016-11-28,3.4468
2016-11-29,3.4108
2016-11-30,3.4094
2016-12-01,3.43526
2016-12-02,3.49734
2016-12-05,3.54235
2016-12-06,3.51861
2016-12-07,3.44658
2016-12-08,3.3886
2016-12-09,3.4503
2016-12-12,3.5111
2016-12-13,3.46833
2016-12-14,3.48578
2016-12-15,3.5315
2016-12-16,3.5077
2016-12-19,3.49073
2016-12-20,3.5328
2016-12-21,3.5217
2016-12-22,3.50823
2016-12-23,3.50638
2016-12-26,3.50902
2016-12-27,3.51105
2016-12-28,3.5218
2016-12-29,3.53533
2016-12-30,3.5176
2017-01-02,3.5349
2017-01-03,3.5419
2017-01-04,3.5923
2017-01-05,3.56937
2017-01-06,3.59191
2017-01-09,3.63983
2017-01-10,3.70849
2017-01-11,3.79825
2017-01-12,3.8741
2017-01-13,3.76341
2017-01-16,3.73778
2017-01-17,3.80603
2017-01-18,3.7608
2017-01-19,3.80657
2017-01-20,3.827
2017-01-23,3.76543
2017-01-24,3.7545
2017-01-25,3.78191
2017-01-26,3.8334
2017-01-27,3.8598
2017-01-30,3.868
2017-01-31,3.77619
2017-02-01,3.7725
2017-02-02,3.77156
2017-02-03,3.73451
2017-02-06,3.70083
2017-02-07,3.687
2017-02-08,3.74069
2017-02-09,3.7105
2017-02-10,3.6842
2017-02-13,3.68602
2017-02-14,3.6707
2017-02-15,3.6519
2017-02-16,3.65588
2017-02-17,3.6674
2017-02-20,3.6306
2017-02-21,3.62344
2017-02-22,3.62523
2017-02-23,3.5825
2017-02-24,3.5683
2017-02-27,3.59899
2017-02-28,3.6069
2017-03-01,3.6422
2017-03-02,3.6505
2017-03-03,3.72676
2017-03-06,3.70978
2017-03-07,3.71333
2017-03-08,3.6786
2017-03-09,3.74407
2017-03-10,3.77326
2017-03-13,3.73978
2017-03-14,3.741
2017-03-15,3.7406
2017-03-16,3.67398
2017-03-17,3.6281
2017-03-20,3.62865
2017-03-21,3.6233
2017-03-22,3.6324
2017-03-23,3.6157
2017-03-24,3.6329
2017-03-26,3.6015
2017-03-27,3.6151
2017-03-28,3.65655
2017-03-29,3.6437
2017-03-30,3.6543
2017-04-02,3.62848
2017-04-03,3.6442
2017-04-04,3.6776
2017-04-05,3.7039
2017-04-06,3.70524
2017-04-09,3.728
2017-04-10,3.7282
2017-04-11,3.6949
2017-04-12,3.647
2017-04-13,3.66777
2017-04-16,3.6357
2017-04-17,3.70092
2017-04-18,3.65541
2017-04-19,3.67185
2017-04-20,3.6408
2017-04-23,3.6127
2017-04-24,3.57515
2017-04-25,3.57769
2017-04-26,3.5707
2017-04-27,3.5633
2017-04-30,3.5529
2017-05-01,3.5532
2017-05-02,3.5226
2017-05-03,3.5338
2017-05-04,3.55371
2017-05-07,3.54043
2017-05-08,3.5846
2017-05-09,3.62256
2017-05-10,3.5839
2017-05-11,3.5773
2017-05-14,3.5724
2017-05-15,3.5467
2017-05-16,3.54175
2017-05-17,3.584
2017-05-18,3.62247
2017-05-21,3.57566
2017-05-22,3.5659
2017-05-23,3.57378
2017-05-24,3.5585
2017-05-25,3.5673
2017-05-28,3.5772
2017-05-29,3.5801
2017-05-30,3.5525
2017-05-31,3.5282
2017-06-01,3.5298
2017-06-04,3.50539
2017-06-05,3.5246
2017-06-06,3.5136
2017-06-07,3.55096
2017-06-08,3.53092
2017-06-11,3.5387
2017-06-12,3.5157
2017-06-13,3.51734
2017-06-14,3.48865
2017-06-15,3.513
2017-06-18,3.5005
2017-06-19,3.5222
2017-06-20,3.5438
2017-06-21,3.5306
2017-06-22,3.5129
2017-06-25,3.50516
2017-06-26,3.50005
2017-06-27,3.5238
2017-06-28,3.5117
2017-06-29,3.52423
2017-07-02,3.5193
2017-07-03,3.5546
2017-07-04,3.5577
2017-07-05,3.6073
2017-07-06,3.62099
2017-07-09,3.6201
2017-07-10,NA
2017-07-11,3.6156
2017-07-12,3.56922
2017-07-13,3.56599
2017-07-16,3.5335
2017-07-17,3.5288
2017-07-18,3.52431
2017-07-19,3.5212
2017-07-20,3.5268
2017-07-23,3.5315
2017-07-24,3.55594
2017-07-25,3.5711
2017-07-26,3.53425
2017-07-27,3.53652
2017-07-30,3.5323
2017-07-31,3.5177
2017-08-01,3.5285
2017-08-02,3.53776
2017-08-03,3.5393
2017-08-06,3.53235
2017-08-07,3.52866
2017-08-08,3.53029
2017-08-09,3.53866
2017-08-10,3.5422
2017-08-13,3.5335
2017-08-14,3.5253
2017-08-15,3.5363
2017-08-16,3.51604
2017-08-17,3.5289
2017-08-20,3.5165
2017-08-21,3.4962
2017-08-22,3.4959
2017-08-23,3.48196
2017-08-24,3.4853
2017-08-27,3.4417
2017-08-28,3.45587
2017-08-29,3.44859
2017-08-30,3.4551
2017-08-31,3.45065
2017-09-03,3.42832
2017-09-04,3.4309
2017-09-05,3.43675
2017-09-06,3.42868
2017-09-07,3.40274
2017-09-10,3.4092
2017-09-11,3.4118
2017-09-12,3.4326
2017-09-13,3.4585
2017-09-14,3.4321
2017-09-17,3.44095
2017-09-18,3.4884
2017-09-19,3.48815
2017-09-20,3.5048
2017-09-21,3.506
2017-09-24,3.4992
2017-09-25,3.5435
2017-09-26,3.54164
2017-09-27,3.57755
2017-09-28,3.55831
2017-10-01,3.5622
2017-10-02,3.56718
2017-10-03,3.5737
2017-10-04,3.5733
2017-10-05,3.5869
2017-10-08,3.7067
2017-10-09,3.7061
2017-10-10,3.70682
2017-10-11,3.64451
2017-10-12,3.6568
2017-10-15,3.6378
2017-10-16,3.6455
2017-10-17,3.6653
2017-10-18,3.67319
2017-10-19,3.6524
2017-10-22,3.68839
2017-10-23,3.713
2017-10-24,3.73737
2017-10-25,3.75863
2017-10-26,3.8184
2017-10-30,3.7871
2017-10-31,3.77725
2017-11-01,3.7873
2017-11-02,3.81118
2017-11-03,3.7992
2017-11-06,3.8812
2017-11-07,3.82615
2017-11-08,3.88293
2017-11-09,3.8655
2017-11-10,3.86105
2017-11-13,3.85811
2017-11-14,NA
2017-11-15,3.88636
2017-11-16,NA
2017-11-17,NA
2017-11-20,3.86833
2017-11-21,3.9266
2017-11-22,3.9604
2017-11-23,3.9177
2017-11-24,3.9213
2017-11-27,3.9507
2017-11-28,3.9051
2017-11-29,3.9645
2017-11-30,3.95605
2017-12-01,3.91644
2017-12-04,3.9244
2017-12-05,3.8749
2017-12-06,3.8415
2017-12-07,3.8501
2017-12-08,3.86505
2017-12-11,3.8371
2017-12-12,3.83107
2017-12-13,3.8458
2017-12-14,3.8129
2017-12-15,3.8842
2017-12-18,3.8559
2017-12-19,3.82876
2017-12-20,3.8316
2017-12-21,3.82165
2017-12-22,3.8176
2017-12-25,3.8097
2017-12-26,3.8064
2017-12-27,3.80702
2017-12-28,3.8149
2017-12-29,3.77686
2018-01-01,3.7949
2018-01-02,3.7911
2018-01-03,3.7656
2018-01-04,3.7806
2018-01-05,3.75027
2018-01-08,3.73235
2018-01-09,3.7439
2018-01-10,3.76842
2018-01-11,3.7987
2018-01-12,3.77355
2018-01-15,3.75156
2018-01-16,3.79997
2018-01-17,3.79867
2018-01-18,3.81517
2018-01-19,3.76548
2018-01-22,3.82323
2018-01-23,3.7765
2018-01-24,3.7682
2018-01-25,3.7494
2018-01-26,3.75968
2018-01-29,3.74998
2018-01-30,3.7864
2018-01-31,3.77572
2018-02-01,3.7563
2018-02-02,3.7337
2018-02-05,3.7719
2018-02-06,3.7867
2018-02-07,3.76471
2018-02-08,3.8025
2018-02-09,3.82262
2018-02-12,3.81675
2018-02-13,3.79766
2018-02-14,3.8048
2018-02-15,3.77973
2018-02-16,3.7646
2018-02-19,3.74685
2018-02-20,3.75819
2018-02-21,3.7978
2018-02-22,3.79186
2018-02-23,3.7824
2018-02-26,3.78784
2018-02-27,3.78509
2018-02-28,3.8152
2018-03-01,3.8029
2018-03-02,3.8077
2018-03-05,3.8101
2018-03-06,3.8106
2018-03-07,3.7988
2018-03-08,3.80629
2018-03-09,3.8235
2018-03-12,3.812
2018-03-13,3.8427
2018-03-14,3.8699
2018-03-15,3.8803
2018-03-16,3.89354
2018-03-19,3.9183
2018-03-20,3.94329
2018-03-21,3.93215
2018-03-22,3.90877
2018-03-23,3.97388
2018-03-25,3.9814
2018-03-26,3.9655
2018-03-27,3.97918
2018-03-28,4.0133
2018-03-29,3.9449
2018-04-01,3.95184
2018-04-02,3.9771
2018-04-03,3.98935
2018-04-04,3.99911
2018-04-05,4.03941
2018-04-08,4.0471
2018-04-09,4.0755
2018-04-10,4.10955
2018-04-11,4.1408
2018-04-12,4.11402
2018-04-15,4.09079
2018-04-16,4.093
2018-04-17,4.09309
2018-04-18,4.017
2018-04-19,4.04582
2018-04-22,4.0785
2018-04-23,4.1077
2018-04-24,4.08648
2018-04-25,4.0811
2018-04-26,4.06587
2018-04-29,4.05166
2018-04-30,4.05665
2018-05-01,4.109
2018-05-02,4.18272
2018-05-03,4.22319
